country,year,greenhouse_gas_emissions,renewables_share_energy,solar_electricity,wind_electricity,hydro_electricity
Algeria,2020,50.209999084472656,0.2825045883655548,0.8199999928474426,0.0099999997764825,0.050000000745058
Algeria,2021,54.22999954223633,0.2380471229553222,0.7900000214576721,0.0099999997764825,0.0099999997764825
Algeria,2022,57.959999084472656,0.2279137521982193,0.8299999833106995,0.0099999997764825,0.0199999995529651
Algeria,2023,61.02000045776367,0.2266714870929718,0.8700000047683716,0.0199999995529651,0.0199999995529651
Argentina,2000,31.6299991607666,11.556683540344238,0.0,0.0299999993294477,28.57999992370605
Argentina,2001,27.229999542236328,15.036309242248535,0.0,0.050000000745058,36.58000183105469
Argentina,2002,24.940000534057617,15.334840774536133,0.0,0.0700000002980232,35.779998779296875
Argentina,2003,29.1299991607666,13.613283157348633,0.0,0.0799999982118606,33.79999923706055
Argentina,2004,35.86000061035156,11.464811325073242,0.0,0.0700000002980232,30.459999084472656
Argentina,2005,37.77000045776367,12.03158187866211,0.0,0.0700000002980232,34.220001220703125
Argentina,2006,39.68999862670898,12.67781925201416,0.0,0.0700000002980232,38.02000045776367
Argentina,2007,44.04999923706055,10.023991584777832,0.0,0.0599999986588954,31.21999931335449
Argentina,2008,48.84000015258789,9.871803283691406,0.0,0.0399999991059303,31.200000762939453
Argentina,2009,46.77000045776367,11.193401336669922,0.0,0.0399999991059303,34.619998931884766
Argentina,2010,50.59999847412109,11.091996192932127,0.0,0.0299999993294477,33.36000061035156
Argentina,2011,54.369998931884766,10.412117958068848,0.0,0.0299999993294477,31.190000534057617
Argentina,2012,58.77999877929688,9.70129680633545,0.0099999997764825,0.3700000047683716,29.15999984741211
Argentina,2013,58.880001068115234,10.13409423828125,0.0199999995529651,0.449999988079071,32.77000045776367
Argentina,2014,58.7599983215332,10.396154403686523,0.0199999995529651,0.6200000047683716,32.41999816894531
Argentina,2015,62.02999877929688,10.275299072265623,0.0099999997764825,0.5899999737739563,32.34000015258789
Argentina,2016,63.56999969482422,9.586402893066406,0.0099999997764825,0.550000011920929,29.75
Argentina,2017,61.93999862670898,10.44533348083496,0.0199999995529651,0.6100000143051147,31.59000015258789
Argentina,2018,60.810001373291016,10.823792457580566,0.1099999994039535,1.409999966621399,32.279998779296875
Argentina,2019,55.47999954223633,11.41699504852295,0.800000011920929,5.0,27.5
Argentina,2020,57.09000015258789,11.833356857299805,1.340000033378601,9.40999984741211,23.670000076293945
Argentina,2021,62.33000183105469,10.947453498840332,2.200000047683716,12.9399995803833,19.649999618530277
Argentina,2022,57.18000030517578,12.00951099395752,2.940000057220459,14.15999984741211,22.770000457763672
Argentina,2023,52.130001068115234,14.100091934204102,3.2799999713897705,14.479999542236328,31.489999771118164
Argentina,2024,52.59000015258789,14.802978515625,3.9700000286102295,16.170000076293945,29.670000076293945
Asia,2000,3026.989990234375,4.649407386779785,0.3799999952316284,2.370000123977661,564.260009765625
Asia,2001,3166.75,4.81658935546875,0.550000011920929,3.179999828338623,609.760009765625
Asia,2002,3412.179931640625,4.724159717559815,0.7599999904632568,3.4599997997283936,634.3499755859375
Asia,2003,3771.929931640625,4.547671794891357,1.0399999618530271,4.569999694824219,661.8499755859375
Asia,2004,4060.68994140625,4.838200569152832,1.3799999952316284,8.149999618530273,772.8800048828125
Asia,2005,4416.3798828125,4.6626691818237305,1.7400000095367432,10.229999542236328,810.7000122070312
Asia,2006,4800.25,4.852599620819092,2.180000066757202,16.020000457763672,888.1500244140625
Asia,2007,5287.6201171875,4.825957775115967,2.609999895095825,21.290000915527344,927.4000244140624
Asia,2008,5432.43994140625,5.314890861511231,3.1499998569488525,32.56999969482422,1057.969970703125
Asia,2009,5646.3203125,5.176656723022461,4.099999904632568,50.61000061035156,1027.77001953125
Asia,2010,6132.66015625,5.626696586608887,5.840000152587891,77.91000366210938,1188.4100341796875
Asia,2011,6726.10986328125,5.5617218017578125,10.289999961853027,110.04000091552734,1195.6400146484375
Asia,2012,7016.5400390625,6.123732089996338,15.50999927520752,143.97000122070312,1374.179931640625
Asia,2013,7402.4501953125,6.593783378601074,29.15999984741211,185.1599884033203,1461.6500244140625
Asia,2014,7714.33984375,7.1452226638793945,59.27000045776367,211.45999145507807,1596.409912109375
Asia,2015,7659.2900390625,7.460905075073242,91.75,240.989990234375,1665.3599853515625
Asia,2016,7942.97998046875,7.943875312805176,138.74000549316406,312.6499938964844,1725.4300537109375
Asia,2017,8363.3896484375,8.361930847167969,218.25,391.8600158691406,1768.2900390625
Asia,2018,8814.01953125,8.86180591583252,310.3599853515625,467.0299987792969,1810.6500244140625
Asia,2019,8887.150390625,9.469623565673828,392.5899963378906,514.6699829101562,1936.989990234375
Asia,2020,8872.8203125,10.19691562652588,473.6400146484375,578.9199829101562,1984.02001953125
Asia,2021,9470.23046875,10.66401481628418,589.7000122070312,789.3499755859375,1954.1300048828125
Asia,2022,9665.310546875,11.397017478942873,743.72998046875,912.8699951171876,2009.7900390625
Asia,2023,10061.7099609375,11.639131546020508,945.260009765625,1055.6700439453125,1868.4100341796875
Australia,2000,174.75999450683594,3.764508247375488,0.050000000745058,0.1299999952316284,16.469999313354492
Australia,2001,180.11000061035156,3.6553659439086914,0.050000000745058,0.2899999916553497,16.1200008392334
Australia,2002,177.60000610351562,3.7108545303344727,0.0599999986588954,0.5299999713897705,16.09000015258789
Australia,2003,178.99000549316406,3.7965071201324463,0.0599999986588954,0.699999988079071,16.209999084472656
Australia,2004,181.7400054931641,3.829066753387451,0.0700000002980232,0.800000011920929,15.6899995803833
Australia,2005,182.6999969482422,4.09509801864624,0.0799999982118606,1.2999999523162842,15.470000267028809
Australia,2006,188.1300048828125,4.023526191711426,0.1000000014901161,2.1600000858306885,14.949999809265137
Australia,2007,192.3999938964844,3.786470651626587,0.1099999994039535,2.8499999046325684,13.050000190734863
Australia,2008,194.22000122070312,3.499129056930542,0.1400000005960464,3.4600000381469727,11.81999969482422
Australia,2009,196.1999969482422,3.7221736907958975,0.2899999916553497,4.440000057220459,12.640000343322754
Australia,2010,194.6699981689453,4.087644577026367,0.9800000190734864,4.989999771118164,13.75
Australia,2011,192.05999755859372,5.391960620880127,2.039999961853028,6.429999828338623,19.56999969482422
Australia,2012,187.2400054931641,5.399917125701904,2.4100000858306885,7.71999979019165,17.040000915527344
Australia,2013,181.22000122070312,6.172687530517578,3.849999904632568,9.260000228881836,19.09000015258789
Australia,2014,181.82000732421875,5.662723541259766,4.949999809265137,9.779999732971191,14.479999542236328
Australia,2015,185.33999633789065,5.955306529998779,6.199999809265137,11.829999923706056,14.09000015258789
Australia,2016,184.25,6.785098552703857,7.440000057220459,13.039999961853027,17.6299991607666
Australia,2017,185.9600067138672,6.373468399047852,8.920000076293945,13.210000038146973,13.5
Australia,2018,180.8000030517578,7.847639083862305,12.329999923706056,16.260000228881836,17.309999465942383
